0.03899244,0.3111448,0.1789043,0.8623114,0.2934448,0.8288513,0.01285127,0.7029714,0.9827996,0.6759714,0.8633877,0.3554179,0.7037729,0.5732586,0.1214987,0.6479695,0.8421397,0.2708256,0.4589246,0.9836286,0.5554516,0.8877078,0.6817212,0.3323178,0.3640913,0.5189483,0.3637902,0.5972277,0.8325434,0.7211726,0.9175564,0.5503342,0.5825291,0.1932771,0.7708976,0.676618,0.6053196,0.6586192,0.3743236,0.7251878,0.009594586,0.867671,0.8953993,0.3947797,0.6680031,0.5193988,0.8588099,0.06736088,0.972082,0.2835042,0.245909,0.8658019,0.3105119,0.5452724,0.5841587,0.1206919,0.3009426,-0.0002883147,0.2451634
0.8514926,-0.0002760691,0.924368,0.02269281,0.3952721,0.228369,0.8815361,0.1895606,0.8772281,0.3949686,0.7698992,0.5189781,0.4578173,0.6964285,0.4250494,0.4751814,0.7647073,0.8741516,0.9183738,0.6157182,0.02708007,0.4755382,0.3319328,0.1971515,0.8016929,0.9237311,0.9873614,0.8474338,0.6822705,0.4845478,0.3033011,0.7019243,0.08568078,0.2259204,0.8473653,0.6429242,0.1628989,0.4817641,0.4396649,0.09397504,0.4028167,0.06328553,0.7229654,0.1911242,0.6028519,0.7346135,0.6969396,0.6565984,0.4991681,0.3500716,0.8146666,0.6648546,0.7177783,0.9924011,0.2165727,0.2596607,0.4028262,0.3150356,0.01979188
0.4047863,0.8566153,0.006283752,0.8844684,0.1472946,0.446927,0.1603187,0.5408506,0.1080685,0.6050301,0.8670393,0.4916546,0.3630851,0.7111692,0.9653542,0.9648723,0.2754097,0.2928437,0.4012478,0.9798443,0.1309326,0.07930617,0.6225309,0.47118,0.327425,0.6743337,0.5389436,0.1674662,0.2157285,0.4555878,0.7084038,0.9259506,0.2882544,0.5241559,0.5272129,0.5272346,0.3678287,0.7166324,0.5800947,0.8536353,0.562015,0.1511548,0.9217095,0.8588752,0.8652081,0.9501007,0.1757714,0.2217724,0.5717863,0.6375082,0.2725011,0.4914461,0.463483,0.2151547,0.01666521,0.3065361,0.3791664,0.8779923,-0.3435212
0.09751128,0.283367,0.1071287,0.5778588,0.8667519,0.5216842,0.2126207,0.7852621,0.9456884,0.0322311,0.4458984,0.7012231,0.1216471,0.6777068,0.03662377,0.6586124,-0.00856257,0.1453082,0.7345804,0.4734892,0.8424636,0.2078744,0.9482677,0.5261503,0.5646676,0.03675705,0.4309693,0.9318261,0.008398837,0.5630915,0.005045419,0.5396149,0.8461283,0.1777772,0.3443072,0.8023577,0.5019525,0.3911339,0.2762164,0.7507632,0.9046394,0.7068805,0.8972328,0.01463414,0.02197753,0.206603,0.7803007,0.3349055,0.9806271,0.2300309,0.2313076,0.2318799,0.1942478,0.9295115,0.4869536,0.4016725,0.7609584,0.937344,0.0494601
0.3782339,0.5654419,0.9078093,0.5776269,0.6552079,0.2347201,0.7215341,0.3510387,0.05969366,0.6477219,0.511074,0.3372502,0.4275886,0.5118421,0.1980936,0.7447804,0.8632307,0.4110699,0.1755101,0.4982595,0.7557502,0.7222167,0.1529144,0.5490707,0.5952652,0.9353469,0.7927482,0.6452293,0.2054988,0.4142569,0.7691596,0.9148594,0.7346696,0.5586399,0.499149,0.1004499,0.2987168,0.5130644,0.968014,0.3951706,0.5251182,0.3045126,0.6760083,0.7594366,0.4163676,0.6195588,0.3510397,0.3016323,0.8681035,0.5166574,0.8979204,0.8513459,0.9556381,-0.003679957,0.7488413,0.5263224,0.09525326,0.4938706,0.4525198
0.309008,0.5478678,0.0007162335,-0.006346024,0.4769056,0.5127522,0.2089405,0.4990361,0.5811623,0.8449201,0.289611,0.08160017,0.1971309,0.9149415,0.458869,0.9520069,0.6610037,0.043849,0.6251466,0.5247783,0.4989315,0.8334063,0.977404,0.1278722,0.1391933,0.2171179,0.4406989,0.1730339,0.4217252,0.3918804,0.1544378,0.4167695,0.7571729,0.04472029,0.2524281,0.2967324,0.6846697,0.2723765,0.2204334,0.4935289,0.1380723,0.8230785,0.4754481,0.7518016,0.4028209,0.392309,0.9369861,0.1019316,0.05862963,-0.01175538,0.6824991,0.8666841,0.2099016,0.247312,0.1539433,0.2287505,0.9036305,0.004001813,0.4590731
0.4753775,0.3007736,0.3653342,0.09083861,0.178418,0.6600199,0.1469683,0.1254864,0.97074,0.837533,0.7593167,0.6886132,0.8735718,0.1228804,0.6743687,0.7215758,0.8447437,0.7978448,0.4338085,0.7467715,0.41832,0.3778782,0.1905452,0.2630181,0.5438615,0.2510525,0.7354773,0.3262595,0.5637435,0.7979289,0.4498887,0.8997067,0.04078949,0.9444556,0.04962267,0.3107603,0.6817479,0.2899815,0.6905689,0.9228142,0.6584968,0.8608598,0.3080779,0.2155567,0.2992727,-0.005680187,0.4387901,0.5124592,0.7880462,0.5968968,0.2574344,0.7514502,0.0029394,0.6852954,0.7962278,0.9740464,0.2663198,0.5597125,-0.1661944
0.4424064,0.4199568,0.3243343,0.9197373,0.7301724,0.6513234,0.01273655,0.1523179,0.6276504,0.3043054,0.2796545,0.4590705,0.8201774,0.08258003,0.9288266,0.3316493,0.7329808,0.792949,0.4209498,0.8372376,0.1242753,0.04899301,0.07174879,0.06911295,0.7028649,0.1623778,0.3774075,0.1167368,0.3770298,0.3278258,0.8275616,0.1249044,0.1431354,0.2478977,0.1981524,0.1140142,0.1547248,0.9142963,0.07847488,0.2230207,0.9321672,0.5060095,0.4815988,0.8417375,0.3940208,0.1404112,0.01351315,0.4666602,0.5753513,0.5985432,0.8679249,0.3048323,0.327974,0.7153316,0.03586528,0.1318505,0.9057077,0.8057082,0.06088583
0.2862811,0.3717286,0.7130689,0.1510551,0.9159388,0.09492118,0.7538678,0.2438201,0.3008207,0.4579841,0.01707985,0.7290618,0.6461525,0.8413258,0.2646385,0.2287512,0.0604981,0.2338951,0.8180937,0.1113087,0.4218822,0.6997865,0.676022,0.07882768,0.9624349,0.2808557,0.3365284,0.9223952,0.3675132,0.06419578,0.8906366,0.04318073,-0.01068688,0.7724938,0.4916979,0.5130093,0.731108,0.9278673,0.8167285,0.8683785,0.3659151,0.7117997,0.7619501,0.2690473,0.4623336,0.04720506,0.7132143,0.7114318,0.9927435,0.7825064,0.2944303,0.9159664,0.1855478,0.2445063,0.08060545,0.4306946,0.7896392,0.2865944,0.06799796
0.2254919,0.6777655,0.4208023,0.8537412,0.7918895,0.8881143,0.9795936,0.5435822,0.6183426,0.01862621,0.7077744,0.8670089,0.8109396,0.4452122,0.4337488,0.9056712,0.8536542,0.4811984,0.6511408,0.94657,0.09412668,0.950458,0.9102288,0.9491507,0.9913944,0.3592441,0.8489777,0.6984029,0.9578398,0.1407645,0.4586612,0.03765657,0.5481697,0.85498,-0.006649615,0.3955323,0.852332,0.1119045,0.5778891,0.9339043,0.6271446,0.4846157,0.3990537,0.5190478,0.1883845,0.4546877,0.4035332,0.8908862,0.9174783,0.6524959,0.8104883,0.9196855,0.7423577,0.4368362,0.06413859,0.2608922,0.4104227,0.3215706,0.4513334
